Gene	TCGA-A6-3807	TCGA-A6-3810	TCGA-AA-3518	TCGA-AA-3525	TCGA-AA-3526	TCGA-AA-3529	TCGA-AA-3531	TCGA-AA-3534	TCGA-AA-3552	TCGA-AA-3554	TCGA-AA-3561	TCGA-AA-3664	TCGA-AA-3666	TCGA-AA-3672	TCGA-AA-3684	TCGA-AA-3710	TCGA-AA-3715	TCGA-AA-3818	TCGA-AA-3848	TCGA-AA-3864	TCGA-AA-3986	TCGA-AA-3989	TCGA-AA-A004	TCGA-AA-A00A	TCGA-AA-A00E	TCGA-AA-A00F	TCGA-AA-A00J	TCGA-AA-A00K	TCGA-AA-A00N	TCGA-AA-A00O	TCGA-AA-A00R	TCGA-AA-A00U	TCGA-AA-A010	TCGA-AA-A017	TCGA-AA-A01C	TCGA-AA-A01D	TCGA-AA-A01F	TCGA-AA-A01I	TCGA-AA-A01K	TCGA-AA-A024	TCGA-AA-A029	TCGA-AA-A02E	TCGA-AA-A02H	TCGA-AA-A02J	TCGA-AA-A02R	TCGA-AF-2691	TCGA-AF-2692	TCGA-AF-3400	TCGA-AF-3913	TCGA-AG-3574	TCGA-AG-3580	TCGA-AG-3584	TCGA-AG-3593	TCGA-AG-3594	TCGA-AG-4007	TCGA-AG-A002	TCGA-AG-A008	TCGA-AG-A00C	TCGA-AG-A00H	TCGA-AG-A00Y	TCGA-AG-A011	TCGA-AG-A014	TCGA-AG-A015	TCGA-AG-A016	TCGA-AG-A01J	TCGA-AG-A01L	TCGA-AG-A01N	TCGA-AG-A02X	TCGA-AG-A032
MRPS9	1.36965	0.481988	-0.147815	-2.55293	0.481988	-0.147815	-1.03547	-1.03547	-1.03547	0.970501	0.481988	-1.03547	0.481988	-0.147815	0.481988	-0.147815	-2.55293	-2.55293	1.36965	-0.147815	-0.147815	0.970501	-0.147815	0.739842	-0.147815	-1.03547	-0.147815	-1.03547	-0.546959	0.481988	-0.147815	0.481988	0.481988	0.481988	1.36965	-1.03547	-1.03547	0.481988	-0.147815	-0.147815	0.970501	0.970501	1.36965	-1.03547	-1.03547	-1.03547	1.70712	-1.03547	0.970501	-0.147815	0.970501	0.970501	1.36965	0.970501	-0.147815	-1.03547	-1.03547	-0.147815	0.739842	1.36965	-0.147815	0.481988	1.36965	-1.03547	0.481988	-1.03547	1.36965	-1.03547	0.481988
MRRF	-0.205491	-0.205491	-0.205491	-1.41068	1.38768	0.499498	1.38768	0.499498	-0.205491	-0.205491	-0.205491	1.70468	-0.205491	0.499498	-0.205491	0.999695	-1.41068	-1.41068	1.38768	-0.205491	0.499498	0.499498	1.38768	0.999695	0.499498	-1.41068	-1.41068	-0.205491	-1.41068	0.999695	0.182492	1.38768	-0.205491	1.38768	1.70468	-1.41068	-1.41068	-0.205491	-0.205491	-0.205491	0.999695	0.999695	-0.205491	-1.41068	-1.41068	-1.41068	0.499498	0.499498	0.499498	-0.205491	-0.205491	0.999695	-1.41068	0.499498	-1.41068	-0.205491	-0.205491	0.499498	0.182492	0.999695	-1.41068	-0.205491	-1.41068	-1.41068	0.499498	0.999695	2.20488	-1.41068	-0.205491
MRTO4	-1.2218	-0.0552283	-0.0552283	1.11135	-0.0552283	1.11135	1.11135	-1.2218	-1.2218	-0.0552283	1.79375	1.11135	0.627173	1.4869	-0.0552283	1.4869	-1.2218	-1.2218	-0.0552283	0.627173	-0.0552283	-0.0552283	-1.2218	1.4869	-0.0552283	-0.0552283	1.11135	0.627173	-1.2218	-0.0552283	0.627173	2.27792	-1.2218	-0.0552283	-0.0552283	-1.2218	-1.2218	-0.0552283	-0.0552283	-1.2218	2.05318	0.627173	-0.0552283	-1.2218	-1.2218	-1.2218	0.627173	-1.2218	-1.2218	-0.0552283	-0.0552283	1.11135	-1.2218	-0.0552283	-0.0552283	1.4869	-0.0552283	-0.0552283	0.320325	1.79375	0.627173	-0.0552283	-1.2218	0.627173	-1.2218	-1.2218	1.11135	-1.2218	-0.0552283
MSH2	-0.204628	-1.41228	0.501802	1.00302	-0.705848	0.501802	-0.204628	-0.705848	0.501802	-1.41228	1.00302	1.84891	1.70945	1.20823	-1.41228	0.501802	-1.41228	-1.41228	1.00302	-2.61993	0.770374	0.501802	-1.41228	-0.705848	-0.705848	-0.204628	-0.204628	-1.41228	-2.61993	-0.705848	1.3918	1.20823	-2.61993	0.770374	0.770374	-0.204628	1.00302	-0.705848	-1.41228	0.184148	-0.204628	-0.204628	0.770374	0.184148	-0.204628	-0.204628	0.501802	-0.204628	0.184148	-0.705848	1.00302	-0.204628	-0.204628	-0.204628	0.184148	0.184148	1.20823	0.501802	0.184148	0.184148	1.00302	0.501802	0.501802	0.770374	-0.204628	0.501802	1.20823	-0.204628	1.20823
MSH6	-0.745554	-0.745554	0.229635	-1.72074	0.229635	0.229635	1.65286	-0.745554	1.01696	-1.72074	0.543576	2.26531	1.01696	1.01696	-0.745554	0.543576	-1.72074	-0.745554	1.01696	-1.72074	0.229635	-0.745554	-0.175105	0.04177	1.01696	-0.175105	0.800085	-0.175105	-1.72074	-0.745554	1.51877	1.77527	-1.72074	-0.175105	0.800085	-0.745554	1.20482	0.800085	-0.745554	-0.175105	1.01696	-0.175105	-0.175105	0.229635	-0.745554	-1.72074	0.543576	-0.745554	0.229635	-1.72074	-0.175105	1.01696	0.543576	0.800085	-0.175105	0.543576	1.37053	0.229635	0.912697	0.800085	-1.72074	-0.175105	0.229635	0.229635	-1.72074	-0.175105	1.20482	-0.745554	0.229635
MSI2	-0.0302716	0.50453	-1.69152	0.50453	-0.0302716	-0.0302716	0.50453	-0.719751	-0.719751	-0.0302716	-0.0302716	0.50453	0.941495	0.50453	-0.0302716	-0.0302716	-1.69152	-0.719751	1.63097	1.31094	-0.0302716	1.91326	-0.719751	0.732957	-0.719751	0.941495	-0.719751	-0.719751	-1.69152	-0.0302716	0.252016	0.50453	-1.69152	-0.0302716	0.50453	-0.719751	-0.0302716	0.941495	1.31094	0.50453	-0.0302716	-0.719751	-0.719751	-3.35276	0.941495	-1.69152	1.63097	-1.69152	0.50453	-0.0302716	1.91326	-0.0302716	0.941495	0.941495	-0.719751	-0.0302716	-0.0302716	-0.0302716	-0.0302716	-0.0302716	-0.0302716	0.941495	1.91326	0.50453	-0.719751	-0.719751	-0.0302716	-1.69152	0.941495
MSLN	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	1.10144	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	5.75144	3.78974	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	3.78974	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	1.10144	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716	-0.242716
MSN	-0.377235	-0.0307628	0.875552	-0.649174	0.593505	0.515929	-1.5718	-0.25459	-0.377235	0.350579	-1.82556	-0.649174	0.071983	0.262175	0.515929	1.38919	-0.25459	0.808867	-0.0307628	-0.508344	1.06262	0.169457	1.28645	0.593505	-0.139383	-0.0307628	-0.25459	1.03269	0.668037	1.57939	2.14297	-0.377235	0.808867	1.17783	1.23291	-0.377235	-0.801282	-0.377235	0.875552	-0.801282	-0.0307628	-0.377235	-0.801282	-2.11849	0.875552	-2.88901	0.875552	0.939977	0.515929	1.57939	-0.649174	-1.5718	-0.508344	-0.139383	-0.966633	-0.966633	-0.649174	-1.5718	0.939977	1.00229	0.435052	0.939977	-1.34797	-1.34797	1.48667	0.071983	0.262175	-0.966633	-1.34797
MT2A	-0.120177	-1.07614	-0.120177	-1.07614	0.835788	-0.120177	-1.07614	-1.07614	-1.07614	-0.120177	-1.07614	-1.07614	-0.120177	0.835788	0.439027	0.439027	-1.07614	-1.07614	-1.07614	-1.07614	-1.07614	-1.07614	1.79175	1.60759	0.835788	1.60759	1.39499	-1.07614	0.439027	1.14354	1.27499	-0.120177	1.14354	0.835788	1.79175	-0.120177	-1.07614	1.39499	-0.120177	-1.07614	0.439027	0.439027	-0.120177	-1.07614	2.56356	-1.07614	-0.120177	1.14354	-1.07614	1.60759	-0.120177	-1.07614	-1.07614	0.835788	-0.120177	-1.07614	0.439027	-1.07614	0.439027	0.835788	0.439027	0.439027	0.835788	-1.07614	0.835788	-0.120177	0.439027	-1.07614	-1.07614
MTA2	-0.0864668	-0.348181	-0.0864668	-1.52499	0.519089	0.14024	0.519089	-0.657723	-0.0864668	0.680905	0.680905	1.09035	0.14024	1.09035	-0.348181	0.680905	-3.3902	0.34021	1.20748	0.828632	-1.03657	1.20748	-1.52499	-0.348181	1.41998	-0.0864668	-0.348181	-0.0864668	-1.83454	0.680905	0.601924	1.20748	-0.657723	0.680905	1.09035	-3.3902	-0.657723	0.964527	0.519089	-1.03657	1.41998	0.680905	0.34021	-1.52499	-0.0864668	-0.657723	0.828632	-0.657723	0.14024	-1.52499	0.14024	-0.0864668	0.964527	0.14024	-1.52499	-1.03657	0.519089	0.519089	0.601924	1.20748	0.14024	0.34021	0.964527	-0.657723	-0.657723	0.14024	0.519089	-0.0864668	0.14024
MTAP	-0.492498	-0.492498	-0.492498	0.870316	-1.85531	-1.85531	-0.492498	-0.492498	-0.492498	-1.85531	-0.492498	0.304697	-0.492498	-0.492498	0.870316	-1.85531	-1.85531	0.870316	-0.492498	-1.85531	1.30904	-0.492498	1.97059	0.607776	0.870316	0.870316	0.870316	0.870316	0.870316	0.870316	0.607776	-0.492498	1.30904	0.304697	1.97059	0.304697	-0.492498	1.30904	-0.492498	1.30904	1.66751	0.304697	0.870316	0.304697	0.304697	-1.85531	-0.492498	0.304697	-0.492498	1.30904	-0.492498	-0.492498	-0.492498	0.304697	-1.85531	0.870316	0.304697	-0.492498	0.304697	1.30904	0.304697	-1.85531	-0.492498	-0.492498	0.304697	0.304697	-0.492498	-0.492498	0.304697
MTCH1	-1.09986	0.827195	0.827195	-1.09986	1.72323	0.115975	0.827195	0.827195	1.33181	0.115975	1.33181	0.115975	1.33181	-1.09986	0.115975	1.33181	-1.09986	2.54765	-1.09986	0.827195	0.115975	-1.09986	0.115975	0.115975	-1.09986	0.827195	0.115975	0.827195	-1.09986	0.827195	0.115975	1.33181	1.33181	0.827195	0.115975	-1.09986	-1.09986	1.33181	-1.09986	0.115975	0.115975	0.827195	0.115975	-1.09986	-1.09986	-1.09986	0.827195	-1.09986	0.115975	0.115975	-1.09986	0.827195	-1.09986	-1.09986	-1.09986	-1.09986	-1.09986	-1.09986	0.115975	0.115975	-1.09986	0.827195	-1.09986	-1.09986	0.827195	0.827195	1.72323	-1.09986	-1.09986
MTCH2	1.46404	-0.542464	-0.204903	-2.94822	-1.43036	0.463826	0.463826	-0.0538212	0.576149	-1.72277	0.975399	-0.542464	0.220263	-1.17243	0.68299	-1.17243	-2.94822	-0.367185	1.53584	-0.542464	-0.367185	1.67275	0.882201	0.087506	-0.733002	0.78486	-0.733002	-1.43036	-1.57168	1.67275	-0.542464	0.220263	0.975399	0.78486	1.06479	-0.204903	-0.941714	0.220263	0.68299	0.087506	0.220263	0.087506	1.23332	0.220263	-0.733002	-0.733002	0.975399	-1.43036	0.68299	1.46404	0.576149	0.78486	1.06479	0.220263	0.345429	-2.06033	0.220263	-0.367185	0.220263	0.78486	0.220263	0.345429	0.68299	-0.733002	0.463826	0.463826	-0.0538212	-0.733002	0.220263
MTDH	0.11642	0.748744	0.554434	-1.06868	0.11642	0.344563	0.554434	-1.06868	-0.133482	-1.06868	0.344563	-1.47286	0.554434	0.11642	-0.409736	0.344563	-3.29028	-1.47286	0.344563	1.09886	-1.9509	-0.133482	-0.409736	-0.133482	1.93384	-0.133482	1.09886	-1.47286	-1.9509	0.748744	0.748744	0.554434	-0.409736	0.344563	0.748744	-1.47286	-0.133482	0.344563	-0.133482	-1.47286	1.25782	1.40769	0.344563	1.25782	-1.47286	2.05039	0.344563	-0.409736	-0.718561	1.40769	-0.409736	1.09886	0.748744	-0.133482	-0.718561	-0.718561	0.344563	0.554434	0.344563	1.40769	0.748744	0.554434	0.554434	0.554434	0.11642	-0.718561	0.11642	-1.47286	-0.409736
MTHFD1	-0.360502	-0.868725	1.18906	-2.04465	-0.868725	-0.554495	0.468061	-1.34052	0.468061	-0.868725	0.07974	1.73076	1.47102	0.680839	-0.554495	1.52463	-0.868725	-0.760619	0.944734	-0.177293	-1.09619	0.74882	-0.360502	-0.868725	1.41653	0.680839	0.39397	-2.04465	-1.40454	-1.09619	1.24742	1.47102	-0.267625	0.815426	1.06916	-0.980495	0.540524	0.07974	-1.34052	-0.980495	0.815426	-1.34052	-1.46982	0.468061	0.16115	0.240597	0.240597	0.540524	-0.456072	-0.267625	0.815426	1.97151	-0.177293	1.18906	-0.00373075	-1.21609	0.468061	-1.34052	-0.504916	1.00753	0.611428	2.23898	0.680839	0.318175	-0.360502	0.468061	-1.09619	-0.760619	-0.554495
MTHFD1L	-1.3594	-0.493126	-0.852662	0.979919	0.652024	0.879884	1.07254	-1.3594	-1.3594	0.373147	1.15876	0.77114	0.206264	0.373147	-2.22567	0.652024	-0.493126	-1.3594	1.07254	0.979919	-1.3594	0.77114	-2.22567	0.113646	0.879884	0.77114	-0.214248	-0.852662	-1.3594	1.07254	0.58792	0.77114	-1.3594	1.15876	-0.214248	-2.22567	0.373147	1.15876	0.520348	-1.3594	0.206264	0.77114	-2.22567	-0.214248	-0.493126	0.77114	0.373147	-2.22567	0.652024	0.77114	0.77114	-0.852662	0.0136111	-0.493126	0.0136111	0.77114	0.373147	0.373147	0.448914	1.31519	0.373147	1.07254	0.77114	0.652024	-0.852662	0.0136111	0.879884	-0.214248	-0.493126
MTIF2	0.353143	-0.986831	-0.986831	0.353143	0.353143	0.353143	2.12449	-0.986831	1.13698	-0.986831	0.353143	1.13698	0.353143	1.13698	0.353143	-0.986831	-0.986831	-0.986831	0.353143	-0.986831	-0.986831	-0.986831	1.13698	0.353143	0.353143	-0.986831	-0.986831	-0.986831	-0.986831	-0.986831	0.353143	0.353143	-0.986831	-0.986831	0.353143	-0.986831	1.13698	1.69312	0.353143	1.13698	0.353143	1.69312	1.13698	-0.986831	-0.986831	-0.986831	0.353143	-0.986831	0.353143	-0.986831	-0.986831	0.353143	1.13698	0.353143	0.353143	0.353143	-0.986831	1.13698	0.784518	0.353143	-0.986831	0.353143	-0.986831	1.13698	-0.986831	0.353143	3.46447	-0.986831	-0.986831
MTPAP	0.656856	0.656856	0.656856	-1.43745	-1.43745	0.656856	1.20527	-1.43745	-0.116091	-0.116091	0.656856	-0.116091	2.52663	-1.43745	-0.116091	1.20527	-1.43745	-1.43745	0.656856	-0.116091	-1.43745	0.656856	1.20527	-0.116091	-0.116091	-0.116091	-0.116091	-1.43745	-1.43745	1.63065	-0.116091	1.20527	-1.43745	1.63065	0.656856	-1.43745	-1.43745	-0.116091	-0.116091	-0.116091	0.656856	0.656856	0.656856	-0.116091	-0.116091	-0.116091	1.63065	-1.43745	-0.116091	-0.116091	1.20527	-0.116091	1.20527	-1.43745	-0.116091	-1.43745	-0.116091	-1.43745	0.309292	0.656856	0.656856	0.656856	1.20527	1.20527	-0.116091	0.656856	-0.116091	-1.43745	-0.116091
MTPN	-0.817775	-0.817775	-0.363846	-1.37334	-0.363846	-0.363846	-0.817775	-0.817775	-1.37334	-0.363846	-2.08959	0.352402	1.14526	-2.08959	0.0199461	0.645648	0.352402	-1.37334	-0.817775	-0.363846	1.14526	-1.37334	0.352402	0.50334	0.645648	1.3619	0.352402	-0.363846	-0.58048	1.56118	1.02944	-0.363846	1.3619	0.352402	0.645648	-0.363846	0.0199461	0.352402	0.352402	0.352402	1.3619	0.907966	0.0199461	2.22908	1.14526	-3.09908	0.352402	0.645648	-0.817775	0.907966	-0.817775	0.352402	0.352402	0.0199461	-1.37334	-2.08959	-0.363846	-0.817775	1.02944	1.56118	0.0199461	0.645648	0.645648	0.645648	0.907966	-0.363846	0.352402	-0.363846	0.352402
MTTP	-0.357209	-0.357209	-0.357209	0.502229	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	3.85996	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	0.502229	-0.357209	-0.357209	-0.357209	1.00497	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	3.35722	2.36714	-0.357209	3.15571	-0.357209	-0.357209	3.00052	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	0.502229	-0.357209	-0.357209	-0.357209	2.82309	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209	-0.357209
MTX1	1.09902	0.790699	0.037636	-1.77681	1.09902	1.09902	1.37482	-1.02375	0.037636	-1.02375	1.62431	0.790699	0.790699	-1.02375	0.441155	-1.02375	-2.83819	-0.439626	1.09902	0.037636	-1.77681	0.790699	0.790699	0.037636	0.790699	-1.02375	-0.439626	-1.02375	-2.25407	0.790699	0.037636	-0.439626	0.037636	0.037636	0.790699	-1.02375	-0.439626	0.790699	0.441155	0.037636	0.441155	0.790699	1.37482	0.037636	-0.439626	0.441155	0.790699	-2.83819	0.441155	-1.77681	0.037636	0.441155	0.790699	0.441155	0.037636	-1.02375	0.037636	-0.439626	0.247163	1.09902	-0.439626	0.037636	0.441155	-0.439626	0.790699	0.790699	1.09902	-1.77681	0.441155
MTX2	0.0861717	-0.560007	1.34316	-0.560007	0.0861717	0.587387	1.34316	0.587387	0.99691	0.587387	0.587387	0.587387	0.587387	0.0861717	-1.47075	0.0861717	-3.02766	-1.47075	0.587387	-0.560007	0.0861717	0.99691	-1.47075	-0.213761	-0.560007	0.587387	0.0861717	-1.47075	-1.47075	2.1443	0.587387	0.587387	0.99691	1.90765	0.0861717	-1.47075	0.0861717	0.587387	0.99691	0.587387	0.587387	1.64309	-0.560007	-0.560007	-1.47075	-1.47075	-1.47075	-0.560007	-1.47075	-0.560007	0.0861717	0.587387	0.587387	-0.560007	1.34316	-0.560007	0.587387	0.587387	0.350731	0.99691	0.587387	0.587387	-0.560007	0.587387	-0.560007	-0.560007	0.587387	-1.47075	-1.47075
MUC1	-0.704348	0.188707	0.711111	1.36926	0.188707	-0.704348	-0.704348	-0.704348	1.08176	-0.704348	-0.704348	1.36926	2.12657	-0.704348	0.188707	-0.704348	-0.704348	-0.704348	-0.704348	0.711111	0.711111	-0.704348	-0.704348	-0.704348	0.188707	-0.704348	-0.704348	0.711111	2.74104	-0.704348	0.90972	1.08176	-0.704348	2.26232	-0.704348	1.80277	0.188707	-0.704348	-0.704348	-0.704348	-0.704348	2.94598	-0.704348	-0.704348	-0.704348	-0.704348	0.711111	2.38512	-0.704348	-0.704348	-0.704348	-0.704348	0.711111	0.188707	-0.704348	0.711111	1.08176	-0.704348	0.188707	0.711111	0.711111	-0.704348	-0.704348	-0.704348	-0.704348	-0.704348	-0.704348	-0.704348	-0.704348
MUC12	2.46123	0.402447	-0.626943	-0.626943	-0.626943	-0.626943	0.402447	-0.626943	-0.626943	-0.626943	-0.626943	-0.626943	-0.626943	-0.626943	-0.626943	0.402447	-0.626943	-0.626943	-0.626943	-0.626943	-0.626943	-0.626943	0.402447	-0.626943	-0.626943	-0.626943	0.402447	-0.626943	0.402447	-0.626943	0.402447	-0.626943	-0.626943	3.18225	1.76323	-0.626943	-0.626943	1.43184	-0.626943	0.402447	-0.626943	-0.626943	-0.626943	-0.626943	-0.626943	-0.626943	-0.626943	1.0046	2.63615	-0.626943	-0.626943	1.0046	0.402447	1.43184	-0.626943	-0.626943	-0.626943	0.402447	2.46123	1.0046	1.76323	-0.626943	-0.626943	-0.626943	1.0046	-0.626943	2.03399	1.0046	-0.626943
MUC13	-0.0713178	0.353699	-1.13955	-0.867883	0.0820285	-0.424974	0.0820285	-0.632551	-0.23929	0.589031	0.589031	-0.632551	0.982292	-0.0713178	-0.23929	-0.23929	-1.46087	-3.07571	1.15026	0.223093	-0.632551	0.223093	-0.23929	0.746961	1.51119	0.0820285	0.223093	-1.13955	1.06828	1.30361	0.0820285	0.223093	-1.46087	1.15026	-0.0713178	-0.23929	-0.0713178	0.589031	0.589031	-0.867883	1.15026	1.30361	0.695874	0.796608	-0.23929	0.353699	-0.23929	0.982292	0.695874	-4.2973	-0.867883	1.63712	0.47529	0.0820285	-0.632551	-0.632551	0.353699	-0.23929	0.937673	2.15925	-0.632551	-0.23929	-0.23929	-0.424974	-0.23929	-0.23929	0.891895	-1.13955	-0.23929
MUC2	1.1838	-1.31748	0.503293	-0.256088	0.693713	0.980059	-0.194503	0.432888	-0.497122	0.181955	-0.240038	-0.673448	-1.82482	-0.578296	1.23899	0.647927	-1.82482	0.324378	0.442194	0.777808	-0.673448	0.306983	1.36993	-1.82482	0.857378	0.713849	0.936467	-0.0947684	1.42145	-2.20862	-0.992025	0.102721	1.45095	0.809596	0.611768	0.874548	-1.60032	-0.325391	-1.44103	0.907369	0.59801	-2.20862	-1.31748	6.39612e-05	0.565747	-1.60032	0.394016	1.75888	-1.82482	-0.788417	-0.180121	0.428175	-0.166102	1.09196	0.159352	0.301061	0.792707	-1.13118	0.867102	0.693713	0.499145	0.181955	0.835138	-1.82482	0.702433	0.546976	-0.325391	-0.126059	-0.126059
MUC4	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	0.654851	-0.447735	1.75744	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	0.654851	-0.447735	-0.447735	-0.447735	1.29982	-0.447735	-0.447735	1.29982	0.654851	1.75744	-0.447735	-0.447735	-0.447735	5.45943	-0.447735	-0.447735	0.654851	1.75744	-0.447735	0.654851	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	0.654851	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	1.29982	-0.447735	2.40241	2.11239	-0.447735	-0.447735	-0.447735	0.654851	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735	-0.447735
MUC5AC	-0.546857	0.680757	0.227681	-0.546857	0.227681	0.680757	-0.546857	-0.546857	-0.546857	-0.546857	-0.546857	-0.546857	-0.546857	-0.546857	-0.546857	2.95681	-0.546857	0.227681	0.227681	0.227681	0.680757	0.227681	0.227681	-0.546857	-0.546857	1.00222	0.227681	0.227681	4.96301	-0.546857	0.227681	-0.546857	-0.546857	-0.546857	0.227681	-0.546857	-0.546857	-0.546857	-0.546857	2.74332	-0.546857	-0.546857	0.680757	-0.546857	-0.546857	-0.546857	-0.546857	1.25156	-0.546857	0.680757	-0.546857	-0.546857	-0.546857	-0.546857	0.227681	1.45529	-0.546857	-0.546857	2.5513	-0.546857	0.227681	-0.546857	-0.546857	-0.546857	0.227681	-0.546857	-0.546857	-0.546857	-0.546857
MUC5B	0.814015	-1.27034	1.38097	0.45926	0.872688	-0.52952	-0.802934	-0.0621174	-1.27034	-1.27034	0.0418294	0.555756	-0.802934	1.39407	-0.802934	1.43189	-0.185061	-1.27034	-0.335531	2.13488	0.678699	0.509232	0.814015	-1.27034	2.00673	0.599275	0.405286	-0.0621174	1.79687	-1.27034	-0.52952	1.354	0.814015	-0.0621174	-0.52952	0.405286	-0.802934	-0.0621174	-1.27034	-0.802934	-0.802934	-0.0621174	-1.27034	-1.27034	-1.27034	-1.27034	0.555756	2.32887	-0.185061	-1.27034	0.0418294	0.0418294	-0.185061	0.509232	-0.185061	1.57496	1.54454	-0.52952	0.749745	-0.185061	0.555756	-1.27034	1.25005	0.346612	-1.27034	-0.0621174	-0.802934	0.45926	-1.27034
MUC6	-0.397602	1.25216	2.21722	2.90193	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	1.25216	-0.397602	1.25216	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	1.25216	2.21722	-0.397602	-0.397602	-0.397602	-0.397602	1.25216	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	1.25216	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	5.30965	-0.397602	-0.397602	1.25216	-0.397602	-0.397602	-0.397602	1.25216	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602	-0.397602
MUT	-0.0302583	-0.0302583	-0.83063	-3.56712	1.16623	-0.0302583	1.64227	-0.0302583	0.770113	-0.390154	1.49599	0.97809	-0.0302583	-0.390154	-0.0302583	0.537614	-2.19887	-1.3985	0.97809	0.274029	-0.390154	1.33799	1.33799	0.274029	-0.83063	0.274029	-0.0302583	-1.7584	-1.3985	0.770113	-0.202015	0.770113	0.537614	0.770113	0.770113	-2.19887	0.274029	0.770113	-0.83063	-0.390154	0.274029	0.770113	-0.0302583	-0.83063	-0.83063	-0.390154	-0.390154	-1.3985	0.274029	-0.390154	-0.0302583	0.97809	-1.3985	0.97809	1.16623	-1.3985	-0.0302583	0.274029	0.97809	1.16623	-0.0302583	-1.3985	0.97809	0.537614	0.770113	-0.390154	1.16623	0.274029	-0.390154
MVK	0.490769	-1.70215	-0.318573	-0.318573	0.490769	1.06501	1.51042	0.490769	-0.318573	0.490769	-0.318573	-0.318573	1.06501	0.490769	0.490769	-0.318573	-1.70215	-0.318573	-0.318573	0.490769	-0.318573	1.51042	0.490769	0.490769	-0.318573	-0.318573	1.06501	-0.318573	-1.70215	0.490769	-1.70215	1.06501	0.490769	0.490769	0.490769	-1.70215	1.06501	1.87435	-1.70215	1.06501	2.18205	0.490769	-0.318573	-1.70215	-0.318573	-0.318573	0.490769	-1.70215	-1.70215	-0.318573	-0.318573	0.490769	-0.318573	1.51042	-0.318573	-1.70215	0.490769	1.06501	1.06501	0.490769	-0.318573	-0.318573	1.06501	1.06501	-1.70215	-0.318573	-1.70215	-0.318573	-0.318573
MVP	1.21315	-0.467366	-0.0340509	-1.13754	-0.467366	0.00222035	0.526711	-1.03145	-1.87504	-0.467366	0.700642	-0.467366	1.09351	-0.92922	1.21315	1.52333	-3.08596	-0.879467	0.373067	0.341304	-0.553865	0.810891	1.06896	-0.446151	2.00419	0.728612	-0.301967	-2.13243	-0.575912	0.83779	-0.92922	-0.0340509	0.890829	1.25961	0.756307	-1.54395	0.176872	-1.24779	-0.301967	-0.301967	1.96861	0.373067	-0.553865	-1.67175	-0.184006	0.142799	0.466257	1.21315	1.3279	-0.184006	-0.342413	0.942886	-0.262094	0.556457	-0.222779	-0.64311	0.00222035	-1.67175	0.496647	0.942886	-0.38345	1.37252	1.11785	-0.92922	0.142799	0.00222035	0.783731	-0.92922	-0.184006
